country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
Serbia,SRB,1/16/2021,0,0,0,0,2687,0,0,0,395,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/17/2021,0,0,0,0,3153,0,0,0,463,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/18/2021,0,0,0,0,3468,0,0,0,510,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/19/2021,0,0,0,0,3783,0,0,0,556,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/20/2021,44611,0,0,0,4098,0,0,0,602,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/21/2021,84832,0,0,40221,9528,1,0,0,1400,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/22/2021,119711,0,0,34879,13880,1,0,0,2040,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/23/2021,163355,0,0,43644,19485,2,0,0,2864,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/24/2021,217800,0,0,54445,26632,3,0,0,3914,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/25/2021,256521,0,0,38721,31534,3,0,0,4634,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/26/2021,319504,0,0,62983,39901,4,0,0,5864,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/27/2021,361830,0,0,42326,45317,5,0,0,6660,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/28/2021,401556,0,0,39726,45246,5,0,0,6649,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/29/2021,430759,0,0,29203,44435,6,0,0,6530,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/30/2021,437380,0,0,6621,39146,6,0,0,5753,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,1/31/2021,0,0,0,0,34158,0,0,0,5020,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,2/1/2021,0,0,0,0,31416,0,0,0,4617,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,2/2/2021,495964,0,0,0,25209,7,0,0,3705,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,2/3/2021,513652,0,0,17688,21689,7,0,0,3187,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,2/4/2021,526930,0,0,13278,17911,7,0,0,2632,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,2/5/2021,538373,0,0,11443,15373,7,0,0,2259,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,2/6/2021,0,0,0,0,14844,0,0,0,2181,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Serbia,SRB,2/7/2021,544209,0,0,0,12472,8,0,0,1833,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
Seychelles,SYC,1/9/2021,0,0,0,0,0,0,0,0,0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/10/2021,0,0,0,0,500,0,0,0,5084,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/11/2021,0,0,0,0,500,0,0,0,5084,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/12/2021,0,0,0,0,500,0,0,0,5084,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/13/2021,2000,2000,0,0,500,2,2,0,5084,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/14/2021,0,0,0,0,600,0,0,0,6101,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/15/2021,4000,4000,0,0,667,4,4,0,6783,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/16/2021,7000,7000,0,3000,1000,7,7,0,10169,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/17/2021,0,0,0,0,1118,0,0,0,11369,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/18/2021,0,0,0,0,1236,0,0,0,12569,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/19/2021,10976,10976,0,0,1354,11,11,0,13769,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/20/2021,13163,13163,0,2187,1595,13,13,0,16219,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/21/2021,0,0,0,0,1718,0,0,0,17470,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/22/2021,16890,16890,0,0,1841,17,17,0,18721,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/23/2021,18353,18353,0,1463,1622,18,18,0,16494,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/24/2021,0,0,0,0,1542,0,0,0,15680,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/25/2021,19889,19889,0,0,1463,20,20,0,14877,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/26/2021,22712,22712,0,2823,1677,23,23,0,17053,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/27/2021,25587,25587,0,2875,1775,26,26,0,18050,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/28/2021,28779,28779,0,3192,1965,29,29,0,19982,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/29/2021,30861,30861,0,2082,1996,31,31,0,20297,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/30/2021,0,0,0,0,1988,0,0,0,20216,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,1/31/2021,0,0,0,0,2079,0,0,0,21141,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,2/1/2021,35079,35079,0,0,2170,35,35,0,22066,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,2/2/2021,36284,36284,0,1205,1939,36,36,0,19717,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,2/3/2021,37092,37087,5,808,1644,37,37,0,16718,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,2/4/2021,0,0,0,0,1287,0,0,0,13087,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,2/5/2021,0,0,0,0,1089,0,0,0,11074,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Seychelles,SYC,2/6/2021,39175,37589,1586,0,987,39,38,1,10037,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
Singapore,SGP,1/11/2021,3400,3400,0,0,0,0,0,0,0,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/12/2021,6200,6200,0,2800,2800,0,0,0,479,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/13/2021,0,0,0,0,4090,0,0,0,699,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/14/2021,0,0,0,0,4520,0,0,0,773,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/15/2021,0,0,0,0,4735,0,0,0,809,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/16/2021,0,0,0,0,4864,0,0,0,831,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/17/2021,0,0,0,0,4950,0,0,0,846,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/18/2021,0,0,0,0,5011,0,0,0,857,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/19/2021,0,0,0,0,5380,0,0,0,920,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/20/2021,0,0,0,0,5380,0,0,0,920,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/21/2021,0,0,0,0,5380,0,0,0,920,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/22/2021,60000,60000,0,0,5380,1,1,0,920,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/23/2021,0,0,0,0,6127,0,0,0,1047,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/24/2021,0,0,0,0,6874,0,0,0,1175,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/25/2021,0,0,0,0,7621,0,0,0,1303,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/26/2021,0,0,0,0,8369,0,0,0,1431,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/27/2021,113050,113000,50,0,9116,1,1,0,1558,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/28/2021,0,0,0,0,9847,0,0,0,1683,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/29/2021,0,0,0,0,10579,0,0,0,1808,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/30/2021,0,0,0,0,10563,0,0,0,1806,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,1/31/2021,155050,155000,50,0,10547,2,2,0,1803,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,2/1/2021,0,0,0,0,10885,0,0,0,1861,Pfizer/BioNTech,Ministry of Health
Singapore,SGP,2/2/2021,181000,175000,6000,0,11223,3,2,0,1918,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/4/2021,0,0,0,0,0,0,0,0,0,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/5/2021,425,425,0,425,425,0,0,0,78,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/6/2021,6618,6618,0,6193,3309,0,0,0,606,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/7/2021,13631,13631,0,7013,4544,0,0,0,832,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/8/2021,20548,20548,0,6917,5137,0,0,0,941,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/9/2021,22281,22281,0,1733,4456,0,0,0,816,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/10/2021,25326,25326,0,3045,4221,0,0,0,773,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/11/2021,29221,29221,0,3895,4174,0,0,0,765,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/12/2021,39735,39735,0,10514,5616,0,0,0,1029,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/13/2021,46243,46243,0,6508,5661,0,0,0,1037,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/14/2021,53830,53830,0,7587,5743,0,0,0,1052,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/15/2021,61372,61372,0,7542,5832,1,1,0,1068,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/16/2021,62580,62580,0,1208,5757,1,1,0,1054,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/17/2021,62634,62634,0,54,5330,1,1,0,976,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/18/2021,71617,71035,582,8983,6057,1,1,0,1109,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/19/2021,78663,77624,1039,7046,5561,1,1,0,1019,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/20/2021,85957,84057,1900,7294,5673,1,1,0,1039,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/21/2021,92828,90284,2544,6871,5571,1,1,0,1020,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/22/2021,99090,96421,2669,6262,5388,1,1,0,987,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/23/2021,99366,96697,2669,276,5255,1,1,0,963,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/24/2021,99366,96697,2669,0,5247,1,1,0,961,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/25/2021,107506,102683,4823,8140,5127,1,1,0,939,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/26/2021,114247,109042,5205,6741,5083,2,2,0,931,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/27/2021,120898,115425,5473,6651,4992,2,2,0,914,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/28/2021,130034,123115,6919,9136,5315,2,2,0,974,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/29/2021,141833,132581,9252,11799,6106,2,2,0,1118,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/30/2021,142817,133562,9255,984,6207,2,2,0,1137,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,1/31/2021,143098,133675,9423,281,6247,2,2,0,1144,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,2/1/2021,154810,142478,12332,11712,6758,2,2,0,1238,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,2/2/2021,167241,151464,15777,12431,7571,3,2,0,1387,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,2/3/2021,178946,160839,18107,11705,8293,3,2,0,1519,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,2/4/2021,193211,169709,23502,14265,9025,3,3,0,1653,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,2/5/2021,207704,177751,29953,14493,9410,3,3,0,1724,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,2/6/2021,210410,179815,30595,2706,9656,3,3,0,1769,Pfizer/BioNTech,Ministry of Health
Slovakia,SVK,2/7/2021,210590,179995,30595,180,9642,3,3,0,1766,Pfizer/BioNTech,Ministry of Health
Slovenia,SVN,12/27/2020,5821,5821,0,0,0,0,0,0,0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,12/28/2020,7367,7367,0,1546,1546,0,0,0,744,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,12/29/2020,8467,8467,0,1100,1323,0,0,0,636,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,12/30/2020,8895,8895,0,428,1025,0,0,0,493,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,12/31/2020,10545,10545,0,1650,1181,0,0,0,568,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/1/2021,10636,10636,0,91,963,0,0,0,463,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/2/2021,11039,11039,0,403,870,0,0,0,418,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/3/2021,11594,11594,0,555,825,0,0,0,397,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/4/2021,12684,12684,0,1090,760,0,0,0,366,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/5/2021,15102,15102,0,2418,948,0,0,0,456,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/6/2021,20204,20204,0,5102,1616,0,0,0,777,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/7/2021,25442,25442,0,5238,2128,1,1,0,1024,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/8/2021,28633,28633,0,3191,2571,1,1,0,1237,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/9/2021,28881,28881,0,248,2549,1,1,0,1226,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/10/2021,28882,28882,0,1,2470,1,1,0,1188,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/11/2021,29366,29366,0,484,2383,1,1,0,1146,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/12/2021,31131,31131,0,1765,2290,1,1,0,1102,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/13/2021,35751,35751,0,4620,2221,1,1,0,1068,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/14/2021,42369,42369,0,6618,2418,2,2,0,1163,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/15/2021,47122,47122,0,4753,2641,2,2,0,1270,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/16/2021,47446,47446,0,324,2652,2,2,0,1276,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/17/2021,47450,47450,0,4,2653,2,2,0,1276,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/18/2021,47677,47512,165,227,2616,2,2,0,1258,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/19/2021,49705,48061,1644,2028,2653,2,2,0,1276,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/20/2021,54245,49221,5024,4540,2642,2,2,0,1271,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/21/2021,58654,50571,8083,4409,2326,2,2,0,1119,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/22/2021,60810,51810,9000,2156,1955,2,2,0,940,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/23/2021,61520,52048,9472,710,2011,2,2,0,967,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/24/2021,61669,52064,9605,149,2031,2,2,0,977,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/25/2021,61679,52069,9610,10,2000,2,2,0,962,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/26/2021,63456,52157,11299,1777,1964,3,2,0,945,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/27/2021,68239,52437,15802,4783,1999,3,2,0,962,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/28/2021,74164,52928,21236,5925,2216,3,2,1,1066,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/29/2021,78639,53458,25181,4475,2547,3,2,1,1225,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/30/2021,78743,53463,25280,104,2460,3,2,1,1183,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,1/31/2021,78745,53463,25282,2,2439,3,2,1,1173,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,2/1/2021,78791,53476,25315,46,2445,3,2,1,1176,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,2/2/2021,79895,53491,26404,1104,2348,3,2,1,1129,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,2/3/2021,84384,53632,30752,4489,2306,4,2,1,1109,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,2/4/2021,91396,54243,37153,7012,2462,4,2,1,1184,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,2/5/2021,96603,54560,42043,5207,2566,4,2,2,1234,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,2/6/2021,97198,54589,42609,595,2636,4,2,2,1268,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Slovenia,SVN,2/7/2021,97198,54589,42609,0,2636,4,2,2,1268,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik"
Spain,ESP,1/4/2021,82834,82834,0,0,0,0,0,0,0,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/5/2021,139339,139339,0,56505,56505,0,0,0,1209,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/6/2021,0,0,0,0,45248,0,0,0,968,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/7/2021,207323,207323,0,0,41496,0,0,0,888,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/8/2021,277976,277976,0,70653,48786,0,0,0,1043,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/9/2021,0,0,0,0,47569,0,0,0,1017,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/10/2021,0,0,0,0,46759,0,0,0,1000,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/11/2021,406091,406091,0,0,46180,0,0,0,988,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/12/2021,488122,488122,0,82031,49826,1,1,0,1066,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/13/2021,581638,581638,0,93516,58330,1,1,0,1248,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/14/2021,676186,676186,0,94548,66980,1,1,0,1433,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/15/2021,768950,768950,0,92764,70139,1,1,0,1500,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/16/2021,0,0,0,0,70181,0,0,0,1501,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/17/2021,0,0,0,0,70223,0,0,0,1502,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/18/2021,897942,895627,2315,0,70264,1,1,0,1503,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/19/2021,966097,956756,9341,68155,68282,2,2,0,1460,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/20/2021,1025937,1010295,15642,59840,63471,2,2,0,1358,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/21/2021,1103301,1054245,49056,77364,61016,2,2,0,1305,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/22/2021,1165825,1097369,68456,62524,56696,2,2,0,1213,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/23/2021,0,0,0,0,55680,0,0,0,1191,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/24/2021,1237593,1148895,88698,0,54664,2,2,0,1169,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/25/2021,1291216,1167519,123697,53623,56182,2,2,0,1202,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/26/2021,1356461,1183395,173066,65245,55766,2,2,0,1193,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/27/2021,1395618,1202859,192759,39157,52812,2,2,0,1130,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/28/2021,1474189,1222323,251866,78571,52984,3,2,0,1133,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/29/2021,0,0,0,0,50484,0,0,0,1080,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/30/2021,0,0,0,0,51790,0,0,0,1108,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,1/31/2021,1609261,1251369,357892,0,53095,3,2,0,1136,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,2/1/2021,1673054,1254535,418519,63793,54548,3,2,0,1167,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,2/2/2021,1764778,1265800,498978,91724,58331,3,2,1,1248,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,2/3/2021,1865342,1279220,586122,100564,67103,3,2,1,1435,"Moderna, Pfizer/BioNTech",Ministry of Health
Spain,ESP,2/4/2021,1988160,1305251,682909,122818,73424,4,2,1,1570,"Moderna, Pfizer/BioNTech",Ministry of Health
Sri Lanka,LKA,1/28/2021,0,0,0,0,0,0,0,0,0,Oxford/AstraZeneca,Ministry of Health
Sri Lanka,LKA,1/29/2021,5286,0,0,5286,5286,0,0,0,247,Oxford/AstraZeneca,Ministry of Health
Sri Lanka,LKA,1/30/2021,37825,0,0,32539,18912,0,0,0,883,Oxford/AstraZeneca,Ministry of Health
Sri Lanka,LKA,1/31/2021,59154,0,0,21329,19718,0,0,0,921,Oxford/AstraZeneca,Ministry of Health
Sri Lanka,LKA,2/1/2021,95550,0,0,36396,23888,0,0,0,1116,Oxford/AstraZeneca,Ministry of Health
Sri Lanka,LKA,2/2/2021,118767,0,0,23217,23753,0,0,0,1109,Oxford/AstraZeneca,Ministry of Health
Sri Lanka,LKA,2/3/2021,139914,0,0,21147,23319,0,0,0,1089,Oxford/AstraZeneca,Ministry of Health
Sri Lanka,LKA,2/4/2021,146327,0,0,6413,20904,0,0,0,976,Oxford/AstraZeneca,Ministry of Health
Sri Lanka,LKA,2/5/2021,156310,0,0,9983,21575,0,0,0,1008,Oxford/AstraZeneca,Ministry of Health
Sri Lanka,LKA,2/6/2021,160148,0,0,3838,17475,0,0,0,816,Oxford/AstraZeneca,Ministry of Health
Sweden,SWE,12/27/2020,1730,1730,0,0,0,0,0,0,0,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,12/28/2020,0,0,0,0,1711,0,0,0,169,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,12/29/2020,0,0,0,0,1711,0,0,0,169,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,12/30/2020,0,0,0,0,1711,0,0,0,169,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,12/31/2020,0,0,0,0,1711,0,0,0,169,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,1/1/2021,0,0,0,0,1711,0,0,0,169,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,1/2/2021,0,0,0,0,1711,0,0,0,169,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,1/3/2021,13705,13705,0,0,1711,0,0,0,169,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,1/4/2021,0,0,0,0,2116,0,0,0,210,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,1/5/2021,0,0,0,0,2522,0,0,0,250,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,1/6/2021,0,0,0,0,2927,0,0,0,290,Pfizer/BioNTech,Public Health Agency of Sweden
Sweden,SWE,1/7/2021,0,0,0,0,3333,0,0,0,330,Pfizer/BioNTech,Public Health Agency of Sweden
